infinitive,normalized_string,pos,skill,related_lexemes,skill_url_title,gender,lexeme_id,word_string
holen,holst,Verb,Birthday 2,"['49ec8a864d1f75575cc8bef4d288bf15', 'a766aa09c653f2aa31c20f10d6b1bb52', '54599bc9e932d937677b35ea54eb324c']",Birthday-2,,452247a7c60d0ba712cfcff19aeeb4b2,holst
,fuss,Noun,Barbecue,[],Barbecue,Masculine,ddc26e58c0699cd888db115c93fc8d9c,fuß
,gebrochen,Adjective,Barbecue,[],Barbecue,,189e8833cec070ec0095d99630b188cc,gebrochen
,viele,Pronoun,Barbecue,['7a04eddb8bb4d557d64fafb55a295937'],Barbecue,,b871e7f7be5a8d1b675d8d746beb5793,viele
,funfundfunfzig,Numeral,Barbecue,[],Barbecue,,9b3d82852f489c36deb584732a81f21c,fünfundfünfzig
,nachtisch,Noun,Dining Out,[],DiningOut,Masculine,18e771b8c137f29f8b155b15681e9f66,nachtisch
treffen,treffe,Verb,Habits,"['3fefda4ea2f8a2f63d1bb170a9c5aaeb', '0c11538b555d1735e65f5fa4d6f2eacf']",Habits,,6466b1fd55878087e4c0dfd94e791380,treffe
,achtunddreissig,Numeral,Barbecue,[],Barbecue,,d1d42fb381ca0c557618ec173072afc1,achtunddreißig
,siebenunddreissig,Numeral,Barbecue,[],Barbecue,,60cd0d9d7bd162eb9dc03456d077ca3d,siebenunddreißig
laden,lade,Verb,Barbecue,"['71ddd1a9fb02ab98b89d78aa7088c871', '8fdea597bd68eaafdaf12e9e6ac205c8', 'e702215c71649250ef58b8fbdf497ed6']",Barbecue,,71f1c697813f3512941144c0dfd8d0bb,lade
bringen,bringst,Verb,Birthday 2,"['2549e96ce8263a3fbb04a443e724cb05', '35c6d857d0ad333c74dc25d8f2fbb148', '6ec0c2fd842bac07f69a25b0d1709637']",Birthday-2,,ceb0ae78f484fdefea43466cffbde939,bringst
,cent,Noun,Groceries,[],Groceries,Masculine,c97043d94624ae1db798caf1b5033f8c,cent
,pizzas,Noun,Birthday 2,['a79fd9b7a9b5f1cc08f238f0ae753b2a'],Birthday-2,Feminine,1ff4bf1607e5e5514fd64960b48c0620,pizzas
,dreizehn,Numeral,Transport,[],Transport,,1a3b074e8574856e70cd674c7ce27a20,dreizehn
,supermarkt,Noun,Directions,[],Directions,Masculine,0874d6a8bfd64329d46fea794b9cd3c9,supermarkt
,zweiundzwanzig,Numeral,Barbecue,[],Barbecue,,d183627f6b08cde8f7189667c27b3546,zweiundzwanzig
,einundzwanzig,Numeral,Barbecue,[],Barbecue,,f46b40fbae38979e4e10059bdf54f465,einundzwanzig
,ein,Numeral,Barbecue,"['76443cfe0e3f05570e98e35a330dbfff', '7f78970589f8a9fe95bca610215c051a', '6f9902a2e4d1f353aecc47843c9df6e7', '1064e9fdf75eafe86207caa8a36cb594', '9fd5e36e3610cccd451acba4d29990ca']",Barbecue,,743819fb236e8f66b5be133a6259a953,ein
,stuck,Noun,Groceries,[],Groceries,Neuter,ba1055a4374a193ce59fc5e2101e8e19,stück
,apfel,Noun,Roommate,['436c1db70869caf1941c8005bd5e453f'],Roommate,Masculine,d3b53a81838ba966353a2e4d9f31da06,apfel
,pizza,Noun,Restaurant,['1ff4bf1607e5e5514fd64960b48c0620'],Restaurant,Feminine,a79fd9b7a9b5f1cc08f238f0ae753b2a,pizza
,jungen,Noun,Community,['dc3df495a321ca6c1c5506a43776981d'],Community,Masculine,5402c918d52888ba17fb04e9da7405f2,jungen
,ferien,Noun,On Break,[],On-Break,,6fac8bb16954c4bf7e18f081ba8cb685,ferien
,diesen,Determiner,Plans 2,"['9b4a06b70810c1035e3046fa387ba339', '9e21df64419500ac06b210def7dddfb5', 'd418d40a89b378ca4259548a947eda8f', 'e0a7b526dfb83c6073bc73e86b83af3e', 'a1ae22b23cd5b2934d664e554046f27c']",Plans-2,Masculine,fd557a3f3516f8d1eb4b1466a7671206,diesen
,geschichte,Noun,People,[],People,Feminine,ddf157d3045a235504010db50fece100,geschichte
,unten,Adverb,Community,[],Community,,2e976c3d222a12e27d5cc7ae21090d8f,unten
,studenten,Noun,Community,['decbc4b616c005f932ede26b233a79d8'],Community,Masculine,64c3c4d09985e997cc756599df18de9d,studenten
,verheiratet,Adjective,Community,[],Community,,a9925cc2f244b83b654322d3e07afb3c,verheiratet
mögen,mogen,Verb,Community,"['de7cc64f2f73345c893d3de9bf662804', 'c9f50c8a4faca3e35534e2e4093857e1', '4635584da9ff676724eca4ade50daa8b', '9512cc06f50a793c60f9fe22c313a24a', '8cb8f187613a439fd2964ab5515a66c3', '943b1d3eca0734f84a2b57d943b86c27']",Community,,80d14006256295d3d98b1a0d52cbbd81,mögen
,nachbarin,Noun,Housing,[],Housing,Feminine,f90e1c91ef54535804429034ab19f2e6,nachbarin
sitzen,sitzt,Verb,Community,['8269ad878a3caa723da085b183282424'],Community,,8835586fa39ae7fd5867fa19c21e3404,sitzt
,gefahrlich,Adjective,Community,[],Community,,d10393144f67bf0d44b1d14385a182fa,gefährlich
,blumen,Noun,Housing,[],Housing,Feminine,2ac9e7b05707b28854882275d560ccfa,blumen
,nachbarn,Noun,Community,['fcce585198707b2f1a31108fb7731a5d'],Community,Masculine,91dd48dac51d317ea51f22b7e591ab17,nachbarn
,gras,Noun,Food,[],Food,Neuter,acd3f1ddba3ffa66e86c196e773b9037,gras
,baren,Noun,Community,['f38c02b7c9efbffab9d50333675d1268'],Community,Masculine,3e415b96f79d16191df060468c4b1a59,bären
,grun,Adjective,Food,[],Food,,93a2a59a46cfb08198bb20a063779d1b,grün
,wohnungen,Noun,Community,['0cdbfff9362ae115225fbdef35974082'],Community,Feminine,78f465ed6aaf356d50f1be3de0ab1077,wohnungen
,geschwister,Noun,Family 3,[],Family-3,Neuter,b98e330be13b0c871b87fdbe6de24f79,geschwister
,neun,Numeral,Market,[],Market,,99f11ea7e71112335e4b6f13e148d522,neun
,teuer,Adjective,Places,[],Places,,a203bafb4a85d0211706002773ded00c,teuer
,neu,Adjective,Directions,[],Directions,,97f36cc361bc4fdf4cb22efd09ace359,neu
,parks,Noun,Community,['6975d9db52bcf614dd895586090d736e'],Community,Masculine,27495ed8a71d984cbd1a8183b1067a49,parks
,modern,Adjective,Apartment,[],Apartment,,6d16001772f0cdf7027d5650668f2ce9,modern
,restaurants,Noun,Community,['6e7a0473356fd92bc4161a7ea3bc8d0c'],Community,Neuter,d1be06e013e3f4ee6f59c03ffaee2f32,restaurants
,griechisch,Adjective,Dining Out,[],DiningOut,,ed8a1810a245c8987c089f64dd59bf89,griechisch
kennen,kennst,Verb,Community,['1f1c0f96e3a4db4865788af70b7628b1'],Community,,f1929412b37f9edbf63c85834f82be37,kennst
,glucklich,Adjective,Health,[],Health,,501e4d2640132da2b6b6c85492caee0d,glücklich
,samstag,Noun,Plans,[],Plans,Masculine,3e644daff052b423679ef37ebd5db4b7,samstag
,deutscher,Noun,People,[],People,Masculine,d6759147406b2f2e973b6a16ad91f801,deutscher
,lehrer,Noun,Jobs,[],Jobs,Masculine,877691cf9ceef9e92489bd8129ff3bb1,lehrer
kennen,kennt,Verb,Community,['f1929412b37f9edbf63c85834f82be37'],Community,,1f1c0f96e3a4db4865788af70b7628b1,kennt
benutzen,benutzt,Verb,Community,[],Community,,0c6a17fd9dee1c9e4e20bcdf1f2b9a9f,benutzt
grillen,grillen,Verb,Hobbies 2,['ce462e93a5c4d8c90c9221155b284f37'],Hobbies-2,,a4881004de74042618150ba17dff41ae,grillen
,was fur,,Barbecue,[],Barbecue,,10fd36e6139fbafbb6ea7b77ebc56702,was für
,bier,Noun,Basics 1,[],Basics-1,Neuter,36bbac34e91bc5f481bc0d93c3e17f5b,bier
,fisch,Noun,Family 2,[],Family-2,Masculine,e432ebdf04a83966b4645a37daa21f29,fisch
,sonntag,Noun,Plans,[],Plans,Masculine,679aa51280e8807fd02aad4fe90a66a0,sonntag
,kartoffelsalat,Noun,Food,[],Food,Masculine,bf21022780a25fbfccb3b5f3660e2d19,kartoffelsalat
einkaufen,einkaufen,Verb,Barbecue,[],Barbecue,,3cdbbbbe97d6c0110c3141c8c8a68869,einkaufen
,salat,Noun,Restaurant,[],Restaurant,Masculine,53177c1e31d75b10986ad10b9fd485ea,salat
,theater,Noun,New Job,[],New-Job,Neuter,e7c42cbc874a413f51d32eb921313801,theater
,buch,Noun,New Job,['ebc07158557c3e4a916a8ed8e0f2820e'],New-Job,Neuter,21e73145e674d9185f3a808f95e55d97,buch
,universitat,Noun,Directions,[],Directions,Feminine,45c408f51ab943e6aa693da4acc0af63,universität
,riesenrad,Noun,Events,[],Events,Neuter,6faefdd91c69ec0e0acc269c577df9fc,riesenrad
,kirche,Noun,Directions,[],Directions,Feminine,1e7f16e243e255dd4edddced7071d997,kirche
sitzen,sitzen,Verb,Community,['8835586fa39ae7fd5867fa19c21e3404'],Community,,8269ad878a3caa723da085b183282424,sitzen
,hobbys,Noun,Hobbies 2,[],Hobbies-2,Neuter,07646ab49b00ee5e9db63b19a5faeb02,hobbys
arbeiten,arbeitet,Verb,People,"['d126ce29865b1d87c002a89c80ad134b', '74e6acd80e402a94e9728738d89b29ac']",People,,8b04de044faaa29b15fe65003c2d5a6c,arbeitet
,hilfreich,Adjective,Roommate,[],Roommate,,ab3a91e781cf1143aa0e9eb2b25d145d,hilfreich
,zum abendessen,,Habits,[],Habits,,097ee02c0a79d1b696a62c5f757920a6,zum abendessen
,adresse,Noun,Transport,[],Transport,Feminine,969940e8a1a9a534d4e2f2f5655baca0,adresse
,prost,,Greetings,[],Greetings,,33dd5fee254c8149888a4b7896eaf55c,prost
,bioladen,Noun,Groceries,[],Groceries,Masculine,e772cbec17a2ecdbb95ac89110622888,bioladen
,vierzehn,Numeral,Transport,[],Transport,,c93875139005b2f2317a4b22f8fac63b,vierzehn
,brot,Noun,Basics 1,[],Basics-1,Neuter,32c1b5f5651424003185cae76c27588f,brot
,mehr,Adverb,Health,[],Health,,6a0ba1239a285e43a37bcfb586beef79,mehr
,funfundachtzig,Numeral,Barbecue,[],Barbecue,,a70f8c8247e148727147e1a42067a60b,fünfundachtzig
,achtundachtzig,Numeral,Barbecue,[],Barbecue,,3df0298d2204b997060109219c2ae7be,achtundachtzig
,achtzig,Numeral,Barbecue,[],Barbecue,,14316526e34ded9a45968f162223a2b2,achtzig
,funfzig,Numeral,Barbecue,[],Barbecue,,58ad4cc6b98eec2528ffd230a1d9080b,fünfzig
laden,ladt,Verb,Barbecue,"['8fdea597bd68eaafdaf12e9e6ac205c8', '71f1c697813f3512941144c0dfd8d0bb', 'e702215c71649250ef58b8fbdf497ed6']",Barbecue,,71ddd1a9fb02ab98b89d78aa7088c871,lädt
laden,ladst,Verb,Barbecue,"['71ddd1a9fb02ab98b89d78aa7088c871', '71f1c697813f3512941144c0dfd8d0bb', 'e702215c71649250ef58b8fbdf497ed6']",Barbecue,,8fdea597bd68eaafdaf12e9e6ac205c8,lädst
laden,laden,Verb,Barbecue,"['71ddd1a9fb02ab98b89d78aa7088c871', '8fdea597bd68eaafdaf12e9e6ac205c8', '71f1c697813f3512941144c0dfd8d0bb']",Barbecue,,e702215c71649250ef58b8fbdf497ed6,laden
,mittag,Noun,Habits 2,[],Habits-2,Masculine,b43ece1f38b2c78e90e79269d5d1e9fe,mittag
,jedes,Determiner,Plans 2,[],Plans-2,Neuter,1a48d99e9b9ca07c8fbc7a16e4285aef,jedes
kochen,kocht,Verb,Hobbies,"['e0d7f9ce80ee10512d928024c7eb79b8', '56709e26ea6528cc3f85af706a4d0803', '976188e6d637a2c014be32fb0541eb9f']",Hobbies,,b8408e2fc12bf8f1be64f2585bdddc43,kocht
,wochenende,Noun,Plans 2,[],Plans-2,Neuter,2325b2fa530b233dc52a7ec910813d8b,wochenende
,gemuse,Noun,Food,[],Food,Neuter,94eb70f522bfa59af61daa85f24f0cc8,gemüse
,kase,Noun,Restaurant,[],Restaurant,Masculine,dcd7c4c4e4abcea302b682264fa3c173,käse
,backerei,Noun,Directions,[],Directions,Feminine,2edc58a53752133ffc42c3a8bb2b196d,bäckerei
kaufen,kaufst,Verb,Barbecue,"['4c3e97878ee816a96e4b7b36090c622f', 'f372629f35af5be36012231f8943dbb3', '8c7cf67f91be0169781d00da5118d6cc', '7fcba9a2ee249cc99be8049a0605d261']",Barbecue,,fac15f783f9d442e2f97036aa6d3df72,kaufst
kaufen,kaufe,Verb,Barbecue,"['4c3e97878ee816a96e4b7b36090c622f', 'f372629f35af5be36012231f8943dbb3', 'fac15f783f9d442e2f97036aa6d3df72', '8c7cf67f91be0169781d00da5118d6cc']",Barbecue,,7fcba9a2ee249cc99be8049a0605d261,kaufe
,mit,Preposition,On Break,"['b0fdb68bdad191589451beb835d09149', 'd61842ed7fafb32729ca565c8e363712']",On-Break,,6ec9382286c38cf36cba11493b06c0da,mit
,schwarzwald,Noun,On Break,[],On-Break,Masculine,c6f1c7cac7278b8c13a8cd8e387053d5,schwarzwald
,dienstag,Noun,Shopping,[],Shopping,Masculine,915d406cc3dd62201352d531862b97e5,dienstag
,schach,Noun,Hobbies,[],Hobbies,Neuter,428f02be17f3977097c6e2de45bcc459,schach
,deine,Determiner,Groceries,"['dd697f8e1234efb2cbc33c379f6c9912', '95a5b32daf755b8ec21c3fcfc9fed688', '2fdce2ac591b483ad7c5b8b44346ef15', '76488439ef737ef7cf368657d5d3a579', 'b4925b813ecc0a1f9dcf205a258c69e5', 'a2c2a92b69b243135e36c39a9d5a9378']",Groceries,,dcbc121aecb08e610c3a08dd5baa7dd0,deine
,bananen,Noun,Groceries,['ef219c611921449cba67fcdf93e1b3b6'],Groceries,Feminine,dd72404ca3da46018a38630a15b6e9f1,bananen
,kassenzettel,Noun,Groceries,[],Groceries,Masculine,0d9581b563e137b4bccb9cc6ddb0e648,kassenzettel
,braun,Adjective,Groceries,[],Groceries,,5793dcc0e4ccb7300dc2de26f757aa92,braun
,eis,Noun,Dining Out,[],DiningOut,Neuter,4b476b702999c74360965976b13471c4,eis
,suss,Adjective,Dining Out,[],DiningOut,,34f5d77606c8cdeb96344f1521f675e8,süß
,konditorei,Noun,Groceries,[],Groceries,Feminine,0a4e2ed45a0afdf74306cc5053024031,konditorei
,in,Preposition,Groceries,[],Groceries,,87d0352bc5691b7a8337f2ab341ac472,in
,kartoffeln,Noun,Market,[],Market,Feminine,6e7935508a414f0e665b7f7b98f46684,kartoffeln
kaufen,kaufen,Verb,Shopping,"['4c3e97878ee816a96e4b7b36090c622f', 'fac15f783f9d442e2f97036aa6d3df72', '8c7cf67f91be0169781d00da5118d6cc', '7fcba9a2ee249cc99be8049a0605d261']",Shopping,,f372629f35af5be36012231f8943dbb3,kaufen
,die,,Groceries,"['23cd8c19d766c397468d40c79efdf5ea', 'd28d6a07b12660af2d09a03ecfcb4cf9']",Groceries,,1fce28079e74620982a0c36750cd183d,die
,banane,Noun,Habits,['dd72404ca3da46018a38630a15b6e9f1'],Habits,Feminine,ef219c611921449cba67fcdf93e1b3b6,banane
,hunger,Noun,Dining Out,[],DiningOut,Masculine,6d4835274bd3e1852b35729b52008344,hunger
,tute,Noun,Groceries,['38329b9e5cb2c0c916733d1efe7d3f4c'],Groceries,Feminine,00fe6afa543764bdca997d09b1d1f827,tüte
,sechzig,Numeral,Groceries,[],Groceries,,1f62236987cafcafb42403e0cfd55ac1,sechzig
,kasse,Noun,Groceries,[],Groceries,Feminine,d083d0800829329a685f431aab54d52d,kasse
,tuten,Noun,Groceries,['00fe6afa543764bdca997d09b1d1f827'],Groceries,Feminine,38329b9e5cb2c0c916733d1efe7d3f4c,tüten
,hinten,Adverb,Travel,[],Travel,,f0982d5a381e3cff21460d3739cee524,hinten
,gurke,Noun,Groceries,['ec0ae66d175047151986cd991c65ed45'],Groceries,Feminine,106570e7b6db20907634411e186e19f6,gurke
,einen schonen tag noch,,Groceries,[],Groceries,,9dc95fd607d4c5f813afb60c6e99dda9,einen schönen tag noch
,gute reise,,On Break,[],On-Break,,fb15156742cd43c8f158e1869a0fc035,gute reise
,gepack,Noun,On Break,[],On-Break,Neuter,d528eebe71cd8f695a35576d2e6885ea,gepäck
,pass,Noun,Hotel,['c0775d5bc45296d96cc3a9ba6e138ab7'],Hotel,Masculine,16ecf3dbeb8f04b1c84aee4b01f87330,pass
,abflug,Noun,On Break,[],On-Break,Masculine,6d58c0a58e4cd9b3bf91bc200222920c,abflug
,mitternacht,Noun,Habits 2,[],Habits-2,Feminine,40c49c8632690e859f2c5cecf0a27880,mitternacht
,monaten,Noun,On Break,"['c17567166985c966468031e825289707', '0f756a5c108fa5e204d7f254726144ff']",On-Break,Masculine,bf6f9fb8048c52ce6b25300535502a63,monaten
,sandwich,Noun,Restaurant,[],Restaurant,Neuter,a2453aed076300fadbf62ec54c8d5556,sandwich
,mitbewohnerin,Noun,Family 2,[],Family-2,Feminine,fc756b5b67a06c6385f96183c34ee3f3,mitbewohnerin
,semesterende,Noun,On Break,[],On-Break,Neuter,a6a3dc87c96b9cd5d7b603123c76c606,semesterende
sein,sei,Verb,Roommate,"['ab6750aee2f31d980e3b5f9f9ecea02b', 'ea162697009a9c78b38033a3fc8eb40f', '9aac75af6c4763cfe75d16b87cc10604', '6b1c28621e623451322c32fc2aa7459d', '4fdaa498ad844fc4c7adf7ddac542751', '2ac4ffe95f75b15d1d99aeebbb8321c7', '713d30d6c7922e90eefdb989d4d9ad56', '0b59f6cdecb914ed8e713bbbab6a7924', '71f5612281d1ecd419cfbe7ae49aaed3', 'df0b0165dae55e3bd922a746d9072e9d', '7b563f860cd0b0f43adf0a79e0188bcb']",Roommate,,57e8aed4c315b289686064c402adcbc9,sei
,lieb,Adjective,On Break,[],On-Break,,168c6b47db843bad61e683fd4a634338,lieb
,popcorn,Noun,On Break,[],On-Break,Neuter,667f98829e4e0cca9bdb1c9477e26519,popcorn
,zahnschmerzen,Noun,Health,[],Health,Masculine,071b018721e8c094e06a6084da5876e6,zahnschmerzen
,komodie,Noun,On Break,[],On-Break,Feminine,33fed664fa81fd3973ff3cac899f41a1,komödie
,kinderbuch,Noun,On Break,[],On-Break,Neuter,0f51802a73691e7f0b9ddc287aa6edf2,kinderbuch
,wem,Pronoun,On Break,"['006103987f06c9397971bc1ef5bde560', '4772656685c565533a1b5bf1cdc2836f']",On-Break,,2a88f21404463795a20c715d412e2396,wem
,kellner,Noun,Restaurant,[],Restaurant,Masculine,39fe43e565e53a4ddcc3e1e97934af5d,kellner
,lecker,Adjective,Restaurant,[],Restaurant,,846c1a3537f186142ef5b61002a22062,lecker
,salz,Noun,Restaurant,[],Restaurant,Neuter,6bd7027ca331fc4b328f2da367353143,salz
,speisekarte,Noun,Restaurant,[],Restaurant,Feminine,29941c984ade3d537313ae21fdf862a4,speisekarte
,bewolkt,Adjective,Weather,[],Weather,,13da7543091b0142cac254bd92c85c1c,bewölkt
,eule,Noun,Basics 2,[],Basics-2,Feminine,e63cae2c1f485765055166b01d2eb944,eule
,stark,Adjective,Weather,[],Weather,,2a82be47ccc9c3a0ee4e59838467f1c7,stark
wandern,wandere,Verb,Weather,"['ff41b0209e9350a7daec57f2282ca449', 'ce33df55777d4b63a72eff87580dfe0d', 'ce9ef05093c9cd0d0c227f37c0d92a25']",Weather,,65a1e7ce16b7ec401a108b95521e2ae3,wandere
,schal,Noun,Weather,[],Weather,Masculine,8aa4e9d8e04cb30fdaa8658583c5cc3c,schal
,traurig,Adjective,Health,[],Health,,ef84611460ecf7690cfaaca9a709d07b,traurig
,krankenhaus,Noun,Health,[],Health,Neuter,0fb731c95bf2fbf69356153fab6a156c,krankenhaus
,termin,Noun,Health,[],Health,Masculine,cdddf0521da4182dc7ee6fc5e9f8ecbc,termin
schlafen,schlafe,Verb,Health,"['b4747cbf2b9a35f6c7d4042e64054b7b', 'b18e1932d1ec5a3cbd8406b26d688d91', '75f88973b78ae53baa79140f9b411f8a']",Health,,2f6e243181e0612a56f49317cbae5862,schlafe
,im bett,,Health,[],Health,,ff7b71f14804072e0734cd9aa82be880,im bett
,gute besserung,,Health,[],Health,,9aa3cd14de24ab8037e129332db43d50,gute besserung
schlafen,schlafen,Verb,Health,"['b4747cbf2b9a35f6c7d4042e64054b7b', '2f6e243181e0612a56f49317cbae5862', '75f88973b78ae53baa79140f9b411f8a']",Health,,b18e1932d1ec5a3cbd8406b26d688d91,schlafen
,wie viel uhr,,Health,[],Health,,e9a041d838a1432850f0b31af5b7e2fb,wie viel uhr
,bauchschmerzen,Noun,Health,[],Health,Masculine,4045ac0530ecef33cb325d1c8f2764ea,bauchschmerzen
,siebzehn,Numeral,Health,[],Health,,ea6a4f87bc663cdb2d8e70449714cd9a,siebzehn
,vielen dank,,Market,[],Market,,2dca1d383d4ec66f187a89bbd5bfe3b6,vielen dank
malen,malst,Verb,Hobbies,"['c972457bda857bef8aac3faf1975083e', 'a5d538f6e944444179ff0457a2fb4c66', '2452dcb3afba3682248b6c78a4da6317']",Hobbies,,648da31466ccd4021b963f8b045c8cfa,malst
,buchladen,Noun,Hotel,[],Hotel,Masculine,cca4e8e78cde6ad713524def2295f1e0,buchladen
,uhr,Noun,Hotel,[],Hotel,Feminine,ad2cabaceb364998e08f98ab9d24d58d,uhr
müssen,muss,Verb,Food,['f134cfd87580105a33f7267030919bc2'],Food,,038fbfe45e636157e0407a305eb9fe13,muss
,guten morgen,,Greetings,[],Greetings,,781b07c1fbecdd6c1cd2f8a8e82bbe5f,guten morgen
,weniger,Adverb,Food,[],Food,,b2398d4dd898e2c1c868ea900f321a51,weniger
,windig,Adjective,Weather,[],Weather,,98f0553ab00f8a77b6154b796e8e29e6,windig
,neblig,Adjective,Weather,[],Weather,,52ec199cd122536205a966571b301e35,neblig
,sonnig,Adjective,Weather,[],Weather,,c4c49f24081adafca5ed8e4bce615c7f,sonnig
essen,esse,Verb,Dining Out,"['5ac6336de0f683c21074570627e9410b', 'd0e80d740c4f2d0653951e65952c19d1', 'aa82a48245fe4015d6bc8643ccdf7fa7', '3ce312a29fda532fad3af690e26e91e1']",DiningOut,,20dde14c9907e353804d0de13f198543,esse
,eier,Noun,Food,['7c49fa892f12e06c36375ce918802e2c'],Food,Neuter,de143e49d4635f88f2b9bf1c2a55c54a,eier
,packungen,Noun,Groceries,['7341d9668989846dea06f1aded89124b'],Groceries,Feminine,2df1a4fc0f4e914da095bae3c06067f4,packungen
,zum fruhstuck,,Habits,[],Habits,,19c8bb915f434ea2a6d1bbca44c06541,zum frühstück
,schinken,Noun,Habits,[],Habits,Masculine,b795f7709fb1ca45b207c51c5efd74af,schinken
,weniger als,,Habits 2,[],Habits-2,,7113aaf693c8cf723a25a0106eb47669,weniger als
,biogurken,Noun,Groceries,[],Groceries,Feminine,7f6b6e316dda39bf16c6c6f7beb580c3,biogurken
,packung,Noun,Groceries,['2df1a4fc0f4e914da095bae3c06067f4'],Groceries,Feminine,7341d9668989846dea06f1aded89124b,packung
,schnitzel,Noun,Restaurant,[],Restaurant,Neuter,ec8de3e499510f623cbb457e452a36b3,schnitzel
,zucker,Noun,Dining Out,[],DiningOut,Masculine,6f9a2a5dbbb281276bce70585b7e1880,zucker
,apfelsaft,Noun,Groceries,[],Groceries,Masculine,70d1cbf0afa83e44348f658dcb1dc2bf,apfelsaft
,metzgerei,Noun,Groceries,[],Groceries,Feminine,164ec94d6efbdfded86b78f4fdb57483,metzgerei
,weisswein,Noun,Groceries,[],Groceries,Masculine,7083c934b1598030e50b1c5d4ee0ac5d,weißwein
,rotwein,Noun,Dining Out,[],DiningOut,Masculine,7a760aec25140b502cb5796696240a25,rotwein
,flasche,Noun,Groceries,['cceac730b6b4e1cc60cd1a9afc286f12'],Groceries,Feminine,063327816bf5dfebc2d95a1d3902045d,flasche
,reis,Noun,Habits,['adf53c76bd83d0af891abeebd034b2d1'],Habits,Masculine,eb1cfb85f0c3a39b2a89435b4920c573,reis
,blumenladen,Noun,Groceries,[],Groceries,Masculine,78a385849a442672eb6423ed1ceb794e,blumenladen
,gurken,Noun,Groceries,['106570e7b6db20907634411e186e19f6'],Groceries,Feminine,ec0ae66d175047151986cd991c65ed45,gurken
,meer,Noun,Packing,[],Packing,Neuter,4b2cdfc83b82453d2e3c1cf8c3a7ab93,meer
,hockey,Noun,Habits 2,[],Habits-2,Neuter,543bf619c7f2f42ce1378eca9e694f56,hockey
,mit,,Birthday 2,"['6ec9382286c38cf36cba11493b06c0da', 'd61842ed7fafb32729ca565c8e363712']",Birthday-2,,b0fdb68bdad191589451beb835d09149,mit
,lampe,Noun,Apartment,[],Apartment,Feminine,1853878e2a78b89e49fde2f8547ddc38,lampe
holen,hole,Verb,Birthday 2,"['452247a7c60d0ba712cfcff19aeeb4b2', 'a766aa09c653f2aa31c20f10d6b1bb52', '54599bc9e932d937677b35ea54eb324c']",Birthday-2,,49ec8a864d1f75575cc8bef4d288bf15,hole
,wen,Pronoun,Birthday 2,"['006103987f06c9397971bc1ef5bde560', '2a88f21404463795a20c715d412e2396']",Birthday-2,,4772656685c565533a1b5bf1cdc2836f,wen
,eure,Determiner,Birthday 2,"['3dec95cd1e62a5f41acc0a2ca8fc0651', 'c43c45c53082813dbdfa63971432f29c', 'a63897ab56aedc284eb8e40eeb20694e']",Birthday-2,Feminine,9b85534cf39688a05fabb5d3c7764165,eure
,ganz bestimmt,,Birthday 2,[],Birthday-2,,55a17afd22fa53a1ab31e80996afde72,ganz bestimmt
,schwer,Adjective,Travel 2,[],Travel-2,,585c8215de692f4165ee6e3f0a708d0f,schwer
,treppe,Noun,Housing,[],Housing,Feminine,a813fae8d113ee4663bc7b7fd5fad99b,treppe
,freitag,Noun,Plans 2,[],Plans-2,Masculine,33c1d404a5d659b176cb28b1982d573a,freitag
,funfundvierzig,Numeral,Birthday 2,[],Birthday-2,,1e96af0a6d125f5449d147f4b9023cd8,fünfundvierzig
putzen,putzen,Verb,Birthday 2,['0a4544c36c000b6bcea2be058c73bcc0'],Birthday-2,,07a9a4a1cc2cc07bd32907ed7d88783c,putzen
,badezimmer,Noun,Apartment,[],Apartment,Neuter,cf950f0a6fa9fa6da731baf69ead9019,badezimmer
,sauber,Adjective,Apartment,[],Apartment,,35acb40a5ef9dc5478b2ea8645f4582f,sauber
,neunundneunzig,Numeral,Birthday 2,[],Birthday-2,,9b047df9235d6bbf2d065dd32587a21b,neunundneunzig
,fruher,Adverb,Birthday 2,[],Birthday-2,,f42e041f0b27eafc4d21bf37fe70d247,früher
,bitte,Noun,Birthday 2,['b6744f58825816aa3c3367e6f79ddff1'],Birthday-2,Feminine,0a91e8728595574a30a7aa4d0072ab96,bitte
,sechs,Numeral,Market,[],Market,,2e3c832f758d0478743ccbb63ffeba93,sechs
,in der wohnung,,Roommate,[],Roommate,,386eed1a01e5fab5735ff98e899dca5f,in der wohnung
,ohne,Preposition,Roommate,[],Roommate,,0b17211029a25f59a319fc046e8b8366,ohne
,hausarbeit,Noun,Roommate,[],Roommate,Feminine,4e47bc36e3ba63772f49b1c41dccdaee,hausarbeit
,rechnungen,Noun,Roommate,['6816776ff3b25557a3f486a56ffedab6'],Roommate,Feminine,69ade0a56b267197d9e56596cc123b1f,rechnungen
,unhoflich,Adjective,Roommate,[],Roommate,,ef6794b40c3fc36bd7c440ab884f11e7,unhöflich
,brotchen,Noun,Roommate,[],Roommate,Neuter,c0bbe05f0a980968e837e3e8933484f2,brötchen
,am telefon,,Roommate,[],Roommate,,a46119abcb9134cd293fba3310b219f3,am telefon
,faul,Adjective,Roommate,[],Roommate,,7d31abdc7accf5deee7f5ef7ae1b9255,faul
,ordentlich,Adjective,Roommate,[],Roommate,,7a4e81a14904bf156dda0acba3d7a1a7,ordentlich
,leiser,Adjective,Roommate,['82d013064d75fdf6d9054e7a7cde7b40'],Roommate,,aff20c2e8bd8a0ef87348ef585e1c877,leiser
